2084,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,1,0,0
2087,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,0,0,0,0
2089,0,0,0,1,0,0,0,0,0
2090,0,0,0,0,1,0,0,0,0
2091,0,0,0,0,1,0,0,0,0
2092,0,0,0,0,0,0,0,0,0
2093,0,0,1,0,0,0,0,0,0
2094,0,0,0,0,0,1,0,0,0
2095,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,1
2097,0,0,0,0,1,0,1,0,0
2098,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,1,0,1,0,0
2101,0,0,0,0,0,0,0,0,0
2102,0,0,0,0,0,0,0,0,0
2103,0,0,0,0,0,0,0,0,0
2104,0,0,0,1,0,0,0,0,0
2105,0,0,0,0,0,0,0,0,0
2106,0,0,0,0,1,0,0,0,0
2107,0,0,0,0,1,0,1,1,0
2108,0,0,0,0,0,0,0,0,0
2109,0,0,0,1,0,0,0,0,0
2110,0,0,0,0,0,0,0,0,0
2111,0,0,0,0,1,0,0,0,0
2112,0,0,0,0,0,0,0,0,0
2113,0,0,0,0,0,0,0,0,0
2114,0,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,0,0
2116,0,0,0,0,0,0,0,0,0
2117,0,1,0,0,0,0,0,0,1
2118,0,0,0,0,0,0,0,0,0
2119,0,0,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,0,0,0
2121,0,0,0,0,1,0,0,1,0
2122,0,0,0,0,0,0,0,0,0
2123,0,0,0,1,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0
2125,0,0,0,0,0,0,0,0,0
2126,0,0,0,0,0,0,0,0,0
2127,0,1,0,0,0,0,0,0,1
2128,0,1,1,1,0,0,0,0,0
2129,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,0,0,0,0
2131,0,1,0,0,0,0,0,0,0
2132,0,0,0,0,0,0,0,0,1
2133,0,1,1,0,0,0,1,0,0
2134,0,1,0,0,0,0,1,0,0
2135,0,0,0,0,1,0,0,0,0
2136,0,0,1,0,0,0,1,1,0
2137,0,0,0,0,0,1,0,0,0
2138,0,0,0,0,1,0,0,0,0
2139,0,0,0,0,0,0,0,0,0
2140,0,0,0,0,0,0,0,0,0
2141,0,0,0,0,0,0,0,0,0
2142,0,1,1,0,0,1,0,0,0
2143,0,0,1,0,0,0,0,0,0
2144,0,0,0,0,0,1,0,0,0
2145,0,1,1,0,0,1,0,0,0
2146,0,1,0,0,0,0,0,0,0
2147,0,0,0,0,0,0,0,0,0
2148,0,0,0,0,0,0,0,0,0
2149,0,0,0,0,1,0,0,0,0
2150,0,0,0,0,1,0,1,1,0
2151,0,1,1,0,0,0,0,0,0
2152,0,0,0,1,0,0,0,0,0
2153,0,0,0,0,1,0,0,0,0
2154,0,0,0,0,0,0,0,0,0
2155,0,0,0,0,0,0,0,0,0
2156,0,0,0,0,0,0,0,0,0
2157,0,0,0,0,0,0,0,0,0
2158,0,0,0,0,0,0,0,0,0
2159,0,0,0,0,1,0,0,0,0
2160,0,0,0,0,1,0,0,0,0
2161,0,0,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,1,0,0,0,0
2164,1,0,0,0,0,0,0,0,0
2165,0,0,0,0,0,0,0,0,0
2166,0,0,0,0,0,0,0,0,0
2167,0,0,1,0,0,0,0,0,1
2168,0,0,0,0,0,0,0,1,0
2169,0,0,0,0,0,1,0,0,0
2170,0,0,0,0,0,0,0,0,0
2171,0,0,0,0,0,0,0,0,0
2172,0,0,1,0,0,1,1,1,0
2173,0,0,0,0,0,0,0,0,0
2174,0,0,0,0,0,0,0,0,0
2175,1,0,0,0,0,0,0,0,0
2176,0,0,0,0,0,0,0,0,0
2177,0,0,1,0,0,0,0,1,0
2178,0,0,0,0,0,0,0,0,0
2179,0,0,0,0,0,0,0,0,0
2180,0,0,0,1,1,0,0,0,0
2181,0,0,0,0,0,0,0,0,0
2182,0,0,0,0,1,0,0,0,0
2183,0,0,0,0,0,0,0,0,0
2184,0,0,0,0,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0
2186,0,0,0,0,0,0,0,0,0
2187,0,0,0,0,0,0,0,0,0
2188,0,0,0,0,1,0,0,0,0
2189,0,0,1,0,0,0,1,0,0
2190,0,0,0,0,0,0,0,0,0
2191,0,1,0,0,0,0,0,1,1
2192,0,0,0,0,0,0,0,0,0
2193,0,0,0,1,0,0,0,0,0
2194,0,1,1,0,1,0,0,0,0
2195,0,1,1,0,0,0,0,0,0
2196,0,0,0,0,0,0,0,0,0
2197,0,0,0,0,1,1,0,0,0
2198,0,1,1,0,0,0,0,0,0
2199,0,0,0,0,1,0,0,0,0
2200,0,1,1,0,0,0,0,0,0
2201,0,0,0,0,0,0,0,0,0
2202,0,0,0,0,0,0,0,0,1
2203,0,0,0,0,1,0,1,0,0
2204,0,0,0,0,1,0,0,0,0
2205,0,0,0,0,0,0,0,0,0
2206,0,0,0,0,1,0,0,0,0
2207,0,0,0,0,0,0,0,0,0
2208,0,0,0,0,0,0,0,0,0
2209,1,0,0,0,0,0,0,0,0
2210,0,0,0,0,0,0,0,0,0
2211,0,0,0,0,1,0,0,1,0
2212,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,1,0,0,0,0
2214,0,0,1,0,0,0,0,0,1
2215,0,0,1,0,0,0,0,0,1
2216,0,0,0,0,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,1,0,1,0,0
2221,0,0,0,0,0,0,0,0,0
2222,0,1,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0
2225,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0
2227,0,1,0,0,0,0,0,0,0
2228,0,0,1,0,1,0,0,0,0
2229,0,0,0,0,0,0,0,0,0
2230,1,1,1,0,0,0,0,1,0
2231,1,0,0,0,1,0,0,0,0
2232,0,0,0,1,0,0,0,1,0
2233,0,1,1,1,0,0,0,0,0
2234,0,0,0,1,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0
2236,0,0,0,1,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0
2238,0,1,1,0,0,0,0,0,0
2239,0,0,0,0,0,0,0,0,0
2240,0,1,0,0,1,0,0,0,0
2241,1,0,0,0,0,0,0,0,0
2242,0,0,0,0,1,1,0,1,0
